sentences,labels,sentences_zh
SpliceViNCI: Visualizing the splicing of non-canonical introns through recurrent neural networks,bioinformatics,剪接：通过复发的神经网络可视化非典型内含子的剪接
Spatiotemporal control of cell cycle acceleration during axolotl spinal cord regeneration,systems biology,轴突再生期间细胞周期加速度的时空控制
Mobile Element Insertions and Associated Structural Variants in Longitudinal Breast Cancer Samples,genomics,纵向乳腺癌样品中的移动元件插入和相关的结构变异
Varicella-Zoster Virus ORF9 Is an Antagonist of the DNA Sensor cGAS,immunology,Varicella-Zoster病毒ORF9是DNA传感器CGA的拮抗剂
Measuring protected-area outcomes with leech iDNA: large-scale quantification of vertebrate biodiversity in Ailaoshan reserve,ecology,用水ech IDNA测量受保护的区域结果：ailaoshan储备中脊椎动物生物多样性的大规模量化
Profile-likelihood Bayesian model averaging for two-sample summary data Mendelian randomization in the presence of horizontal pleiotropy,genetics,在水平多效性的情况下，在二样本摘要数据的平均概述贝叶斯模型的贝叶斯模型平均
Biogeochemical variability in the California Current System,ecology,加利福尼亚当前系统的生物地球化学变异性
Modeling How Community Assembly Alters the Functioning of Ecosystems,ecology,建模社区组装如何改变生态系统的功能
Evaluation of high-resolution atmospheric and oceanic simulations of the California Current System,ecology,评估加利福尼亚当前系统的高分辨率大气和海洋模拟
A population-level invasion by transposable elements triggers genome expansion in a fungal pathogen,genomics,可转座元件的人群级入侵会触发真菌病原体中的基因组扩展
The Pebble/Rho1/Anillin pathway controls polyploidization and axonal wrapping activity in the glial cells of the Drosophila eye,developmental biology,卵石/rho1/anillin途径控制果蝇眼的神经胶质细胞中的多倍体化和轴突包裹活性
Predicting the retinotopic organization of human visual cortex from anatomy using geometric deep learning,neuroscience,使用几何深度学习预测解剖学的人类视觉皮层的视网膜组织
Epigenomic translocation of H3K4me3 broad domains over oncogenes following hijacking of super-enhancers,genomics,超级增强剂后，H3K4me3广泛域的表观基因组易位
Viral integration transforms chromatin to drive oncogenesis,cancer biology,病毒整合会使染色质转化为促进肿瘤发生
Host-induced gene silencing involves Arabidopsis ESCRT-III pathway for the transfer of dsRNA-derived siRNA,plant biology,宿主诱导的基因沉默涉及拟南芥III途径，用于传递DSRNA衍生的siRNA
Glycopeptide antibiotic teicoplanin inhibits cell entry of SARS-CoV-2 by suppressing the proteolytic activity of cathepsin L,microbiology,糖肽抗生素teicoplanin通过抑制组织蛋白酶L的蛋白水解活性来抑制SARS-COV-2的细胞进入
Macrophages transfer mitochondria to neurons to resolve inflammatory pain,neuroscience,巨噬细胞将线粒体转移到神经元以解决炎症性疼痛
Neu-p11 induces NLRP3 inflammasome-induced pyroptosis via provoking NOX4-mediated mitochondrial oxidative injury in chordoma cells,cancer biology,NEU-P11通过引起NOX4介导的线粒体氧化损伤引起NLRP3炎症体诱导的凋亡
Single exposure to social defeat or immobilization stress fails to induce lasting alterations in general anxiety and hippocampal neurogenesis in Wistar and wild-type Groningen rats,neuroscience,唯一的接触社会失败或固定压力无法引起Wistar和野生型Groningen大鼠的一般焦虑和海马神经发生的持久变化
Parallel processing of sensory cue and spatial information in the Dentate Gyrus,neuroscience,齿状回中感觉提示和空间信息的平行处理
Live cell imaging reveals that RecA finds homologous DNA by reduced dimensionality search,microbiology,活细胞成像揭示了RECA通过降低维度搜索发现同源DNA
Jointing analysis of scATAC-seq datasets using epiConv,bioinformatics,使用EpicONV对SCATAC-SEQ数据集进行了接合分析
ROS-triggered AMPK de-SUMOylation promotes Warburg effect in hepatocellular carcinoma cells,cancer biology,ROS触发的AMPK DE-Sumoylation促进了肝细胞癌细胞中的Warburg效应
Endocrine fine-tuning of daily locomotor activity patterns under non-starving conditions in Drosophila,neuroscience,在果蝇中非肢体运动条件下每日运动活动模式的内分泌微调微调
Extraembryonic endoderm cells induce neuroepithelial tissue in gastruloids,developmental biology,胚外内胚层细胞诱导胃类神经组织
Distinct regionalization patterns of cortical morphology are associated with cognitive performance across different domains,neuroscience,皮质形态的不同区域化模式与不同领域的认知表现有关
Spindle-slow oscillation coupling during sleep predicts sequence-based language learning,neuroscience,睡眠期间的主轴慢振荡耦合预测基于序列的语言学习
Deficits in Behavioral and Neuronal Pattern Separation in Temporal Lobe Epilepsy,neuroscience,颞叶癫痫中行为和神经元模式分离的缺陷
Autophagic degradation of the Cucumber mosaic virus virulence factor 2b balances antiviral RNA silencing with proviral plant fitness and virus seed transmission,plant biology,黄瓜马赛克病毒毒力因子2B的自噬降解抗病毒RNA沉默与前病毒植物适应性和病毒种子传播
Cell-cell communication through FGF4 generates and maintains robust proportions of differentiated cell types in embryonic stem cells,developmental biology,通过FGF4通过FGF4的细胞细胞通信产生并维持胚胎干细胞中分化细胞类型的强大比例
"High Sucrose Diets Contribute to Brain Angiopathy with Impaired Glucose Uptake, and Psychosis-related Higher Brain Dysfunctions in Mice",neuroscience,高蔗糖饮食会导致葡萄糖摄取受损的脑血管病，而小鼠与精神病相关的较高脑功能障碍
Model Reduction Tools For Phenomenological Modeling of Input-Controlled Biological Circuits,synthetic biology,用于输入控制生物电路的现象学建模的模型减少工具
Pou5f3 and Sox19b determine gene expression repertoire at Zygotic Genome Activation,developmental biology,pou5f3和sox19b确定在二元基因组激活下基因表达库
Distinct natural syllable-selective neuronal ensembles in the primary auditory cortex of awake marmosets,neuroscience,在醒着的果酱的主要听觉皮层中，独特的天然音节选择性神经元合奏
Eukaryotic rather than prokaryotic microbiomes change over seasons in rewetted fen peatlands,microbiology,真核生物而不是原核生物微生物组在恢复的peatland中发生变化
"Regulatory architecture of the RCA gene cluster captures an intragenic TAD boundary, CTCF-mediated chromatin looping and a long-range intergenic enhancer",genetics,RCA基因簇的调节结构捕获了基因内TAD边界，CTCF介导的染色质环和远程基因间增强剂
Common postzygotic mutational signature in multiple healthy adult tissues related to embryonic hypoxia,genetics,与胚胎缺氧有关
Trans-generational effect of protein restricted diet on adult body and wing size of Drosophila melanogaster,evolutionary biology,蛋白质限制饮食对成人身体的跨代作用和果蝇的翅膀大小
A predictive processing model of episodic memory and time perception,neuroscience,情节记忆和时间感知的预测处理模型
Synaptomic analysis of dopaminergic inputs reveal hub synapses in the mouse striatum.,neuroscience,多巴胺能输入的突触分析揭示了小鼠纹状体中的枢纽突触。
Renal tubule Cpt1a overexpression protects from kidney fibrosis by restoring mitochondrial homeostasis,biochemistry,肾小管CPT1A过表达可通过恢复线粒体稳态来保护肾脏纤维化
Recombination and lineage-specific mutations linked to the emergence of SARS-CoV-2,evolutionary biology,重组和谱系特异性突变与SARS-COV-2的出现有关
Altered patterning of interneuron progenitors in Down syndrome,developmental biology,改变唐氏综合症中神经元祖细胞的模式改变
Consilience and the Peripheral Sensory Adaptation Response,neuroscience,合伙性和外围感觉适应反应
Hand-reared wolves show attachment comparable to dogs and use human caregiver as a social buffer in the Strange Situation Test,animal behavior and cognition,手工rear的狼表现出与狗相当的依恋，并在奇怪的情况测试中使用人类照顾者作为社交缓冲区
Altered GABAergic inhibition in CA1 pyramidal neurons modifies despair-like behavior in mice,neuroscience,CA1锥体神经元中的GABA能抑制改变了小鼠的绝望行为
Spatial maps in olfactory cortex during olfactory navigation,neuroscience,嗅觉导航期间嗅皮层中的空间图
Trait plasticity and covariance along a continuous soil moisture gradient,plant biology,沿连续的土壤水分梯度的特质塑性和协方差
Spatial segregation and cooperation in radially expanding microbial colonies under antibiotic stress,microbiology,在抗生素应激下径向扩展的微生物菌落中的空间隔离与合作
